site_id,data_product,data_policy,citation_doi,citation_url,citation_text,citation_source,citation_source_url
US-HRS,BASE-BADM,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-HRS,BASE-BADM,LEGACY,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-HRS,FLUXNET,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-Hsm,BASE-BADM,CCBY4.0,10.17190/AMF/1890483,https://doi.org/10.17190/AMF/1890483,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-Hsm,BASE-BADM,LEGACY,10.17190/AMF/1890483,https://doi.org/10.17190/AMF/1890483,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-Hsm,FLUXNET,CCBY4.0,10.17190/AMF/2571131,https://doi.org/10.17190/AMF/2571131,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-HVa,BASE-BADM,CCBY4.0,10.17190/AMF/1246064,https://doi.org/10.17190/AMF/1246064,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-HVa,BASE-BADM,LEGACY,10.17190/AMF/1246064,https://doi.org/10.17190/AMF/1246064,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-HVa,FLUXNET,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-HVs,BASE-BADM,CCBY4.0,10.17190/AMF/1964087,https://doi.org/10.17190/AMF/1964087,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-HVs,BASE-BADM,LEGACY,10.17190/AMF/1964087,https://doi.org/10.17190/AMF/1964087,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-HVs,FLUXNET,CCBY4.0,10.17190/AMF/2571115,https://doi.org/10.17190/AMF/2571115,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-HWB,BASE-BADM,CCBY4.0,10.17190/AMF/1811363,https://doi.org/10.17190/AMF/1811363,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-HWB,BASE-BADM,LEGACY,10.17190/AMF/1811363,https://doi.org/10.17190/AMF/1811363,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-HWB,FLUXNET,CCBY4.0,10.17190/AMF/1881582,https://doi.org/10.17190/AMF/1881582,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-IAA,BASE-BADM,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-IAA,BASE-BADM,LEGACY,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-IAA,FLUXNET,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-IAB,BASE-BADM,CCBY4.0,10.17190/AMF/2567982,https://doi.org/10.17190/AMF/2567982,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-IAB,BASE-BADM,LEGACY,10.17190/AMF/2567982,https://doi.org/10.17190/AMF/2567982,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-IAB,FLUXNET,CCBY4.0,10.17190/AMF/3027372,https://doi.org/10.17190/AMF/3027372,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-IAC,BASE-BADM,CCBY4.0,10.17190/AMF/2586672,https://doi.org/10.17190/AMF/2586672,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-IAC,BASE-BADM,LEGACY,10.17190/AMF/2586672,https://doi.org/10.17190/AMF/2586672,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-IAC,FLUXNET,CCBY4.0,10.17190/AMF/3027373,https://doi.org/10.17190/AMF/3027373,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-IAM,BASE-BADM,CCBY4.0,10.17190/AMF/2567983,https://doi.org/10.17190/AMF/2567983,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-IAM,BASE-BADM,LEGACY,10.17190/AMF/2567983,https://doi.org/10.17190/AMF/2567983,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-IAM,FLUXNET,CCBY4.0,10.17190/AMF/3027366,https://doi.org/10.17190/AMF/3027366,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-IB1,BASE-BADM,CCBY4.0,10.17190/AMF/1246065,https://doi.org/10.17190/AMF/1246065,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-IB1,BASE-BADM,LEGACY,10.17190/AMF/1246065,https://doi.org/10.17190/AMF/1246065,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-IB1,FLUXNET,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-IB2,BASE-BADM,CCBY4.0,10.17190/AMF/1246066,https://doi.org/10.17190/AMF/1246066,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-IB2,BASE-BADM,LEGACY,10.17190/AMF/1246066,https://doi.org/10.17190/AMF/1246066,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-IB2,FLUXNET,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-IB2,FLUXNET2015,CCBY4.0,10.18140/FLX/1440072,https://doi.org/10.18140/FLX/1440072,,FLUXNET2015 data-citation page,https://fluxnet.org/sites/siteinfo/US-IB2
US-ICh,BASE-BADM,CCBY4.0,10.17190/AMF/1246133,https://doi.org/10.17190/AMF/1246133,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-ICh,BASE-BADM,LEGACY,10.17190/AMF/1246133,https://doi.org/10.17190/AMF/1246133,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-ICh,FLUXNET,CCBY4.0,10.17190/AMF/2007175,https://doi.org/10.17190/AMF/2007175,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-ICs,BASE-BADM,CCBY4.0,10.17190/AMF/1246130,https://doi.org/10.17190/AMF/1246130,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-ICs,BASE-BADM,LEGACY,10.17190/AMF/1246130,https://doi.org/10.17190/AMF/1246130,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-ICs,FLUXNET,CCBY4.0,10.17190/AMF/1871138,https://doi.org/10.17190/AMF/1871138,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-ICt,BASE-BADM,CCBY4.0,10.17190/AMF/1246131,https://doi.org/10.17190/AMF/1246131,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-ICt,BASE-BADM,LEGACY,10.17190/AMF/1246131,https://doi.org/10.17190/AMF/1246131,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-ICt,FLUXNET,CCBY4.0,10.17190/AMF/1881583,https://doi.org/10.17190/AMF/1881583,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-INa,BASE-BADM,CCBY4.0,10.17190/AMF/2001300,https://doi.org/10.17190/AMF/2001300,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-INa,BASE-BADM,LEGACY,10.17190/AMF/2001300,https://doi.org/10.17190/AMF/2001300,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-INa,FLUXNET,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-INb,BASE-BADM,CCBY4.0,10.17190/AMF/2001301,https://doi.org/10.17190/AMF/2001301,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-INb,BASE-BADM,LEGACY,10.17190/AMF/2001301,https://doi.org/10.17190/AMF/2001301,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-INb,FLUXNET,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-INc,BASE-BADM,CCBY4.0,10.17190/AMF/1987603,https://doi.org/10.17190/AMF/1987603,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-INc,BASE-BADM,LEGACY,10.17190/AMF/1987603,https://doi.org/10.17190/AMF/1987603,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-INc,FLUXNET,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-INd,BASE-BADM,CCBY4.0,10.17190/AMF/2001302,https://doi.org/10.17190/AMF/2001302,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-INd,BASE-BADM,LEGACY,10.17190/AMF/2001302,https://doi.org/10.17190/AMF/2001302,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-INd,FLUXNET,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-INe,BASE-BADM,CCBY4.0,10.17190/AMF/2001303,https://doi.org/10.17190/AMF/2001303,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-INe,BASE-BADM,LEGACY,10.17190/AMF/2001303,https://doi.org/10.17190/AMF/2001303,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-INe,FLUXNET,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-INf,BASE-BADM,CCBY4.0,10.17190/AMF/2001304,https://doi.org/10.17190/AMF/2001304,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-INf,BASE-BADM,LEGACY,10.17190/AMF/2001304,https://doi.org/10.17190/AMF/2001304,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-INf,FLUXNET,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-INg,BASE-BADM,CCBY4.0,10.17190/AMF/2001305,https://doi.org/10.17190/AMF/2001305,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-INg,BASE-BADM,LEGACY,10.17190/AMF/2001305,https://doi.org/10.17190/AMF/2001305,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-INg,FLUXNET,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-INi,BASE-BADM,CCBY4.0,10.17190/AMF/2001306,https://doi.org/10.17190/AMF/2001306,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-INi,BASE-BADM,LEGACY,10.17190/AMF/2001306,https://doi.org/10.17190/AMF/2001306,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-INi,FLUXNET,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-INj,BASE-BADM,CCBY4.0,10.17190/AMF/2001307,https://doi.org/10.17190/AMF/2001307,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-INj,BASE-BADM,LEGACY,10.17190/AMF/2001307,https://doi.org/10.17190/AMF/2001307,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-INj,FLUXNET,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-INn,BASE-BADM,CCBY4.0,10.17190/AMF/2001308,https://doi.org/10.17190/AMF/2001308,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-INn,BASE-BADM,LEGACY,10.17190/AMF/2001308,https://doi.org/10.17190/AMF/2001308,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-INn,FLUXNET,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-INp,BASE-BADM,CCBY4.0,10.17190/AMF/2001309,https://doi.org/10.17190/AMF/2001309,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-INp,BASE-BADM,LEGACY,10.17190/AMF/2001309,https://doi.org/10.17190/AMF/2001309,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-INp,FLUXNET,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-IS1,BASE-BADM,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-IS1,BASE-BADM,LEGACY,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-IS1,FLUXNET,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-IS2,BASE-BADM,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-IS2,BASE-BADM,LEGACY,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-IS2,FLUXNET,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-IS3,BASE-BADM,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-IS3,BASE-BADM,LEGACY,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-IS3,FLUXNET,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-Ivo,BASE-BADM,CCBY4.0,10.17190/AMF/1246067,https://doi.org/10.17190/AMF/1246067,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-Ivo,BASE-BADM,LEGACY,10.17190/AMF/1246067,https://doi.org/10.17190/AMF/1246067,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-Ivo,FLUXNET,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-Ivo,FLUXNET2015,CCBY4.0,10.18140/FLX/1440073,https://doi.org/10.18140/FLX/1440073,,FLUXNET2015 data-citation page,https://fluxnet.org/sites/siteinfo/US-Ivo
US-JFM,BASE-BADM,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-JFM,BASE-BADM,LEGACY,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-JFM,FLUXNET,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-JFP,BASE-BADM,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-JFP,BASE-BADM,LEGACY,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-JFP,FLUXNET,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-JLN,BASE-BADM,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-JLN,BASE-BADM,LEGACY,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-JLN,FLUXNET,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-JLR,BASE-BADM,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-JLR,BASE-BADM,LEGACY,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-JLR,FLUXNET,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-Jo1,BASE-BADM,CCBY4.0,10.17190/AMF/1767833,https://doi.org/10.17190/AMF/1767833,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-Jo1,BASE-BADM,LEGACY,10.17190/AMF/1767833,https://doi.org/10.17190/AMF/1767833,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-Jo1,FLUXNET,CCBY4.0,10.17190/AMF/1902833,https://doi.org/10.17190/AMF/1902833,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-Jo2,BASE-BADM,CCBY4.0,10.17190/AMF/1617696,https://doi.org/10.17190/AMF/1617696,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-Jo2,BASE-BADM,LEGACY,10.17190/AMF/1617696,https://doi.org/10.17190/AMF/1617696,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-Jo2,FLUXNET,CCBY4.0,10.17190/AMF/1881584,https://doi.org/10.17190/AMF/1881584,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-Jo3,BASE-BADM,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-Jo3,BASE-BADM,LEGACY,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-Jo3,FLUXNET,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-JRn,BASE-BADM,CCBY4.0,10.17190/AMF/1617714,https://doi.org/10.17190/AMF/1617714,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-JRn,BASE-BADM,LEGACY,10.17190/AMF/1617714,https://doi.org/10.17190/AMF/1617714,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-JRn,FLUXNET,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-Jxg,BASE-BADM,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-Jxg,BASE-BADM,LEGACY,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-Jxg,FLUXNET,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-Jxn,BASE-BADM,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-Jxn,BASE-BADM,LEGACY,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-Jxn,FLUXNET,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-Jxs,BASE-BADM,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-Jxs,BASE-BADM,LEGACY,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-Jxs,FLUXNET,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-KCM,BASE-BADM,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-KCM,BASE-BADM,LEGACY,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-KCM,FLUXNET,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-KEY,BASE-BADM,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-KEY,BASE-BADM,LEGACY,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-KEY,FLUXNET,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-KFB,BASE-BADM,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-KFB,BASE-BADM,LEGACY,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-KFB,FLUXNET,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-KFS,BASE-BADM,CCBY4.0,10.17190/AMF/1246132,https://doi.org/10.17190/AMF/1246132,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-KFS,BASE-BADM,LEGACY,10.17190/AMF/1246132,https://doi.org/10.17190/AMF/1246132,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-KFS,FLUXNET,CCBY4.0,10.17190/AMF/1881585,https://doi.org/10.17190/AMF/1881585,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-KGF,BASE-BADM,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-KGF,BASE-BADM,LEGACY,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-KGF,FLUXNET,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-KL1,BASE-BADM,CCBY4.0,10.17190/AMF/1660344,https://doi.org/10.17190/AMF/1660344,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-KL1,BASE-BADM,LEGACY,10.17190/AMF/1660344,https://doi.org/10.17190/AMF/1660344,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-KL1,FLUXNET,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-KL2,BASE-BADM,CCBY4.0,10.17190/AMF/1644212,https://doi.org/10.17190/AMF/1644212,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-KL2,BASE-BADM,LEGACY,10.17190/AMF/1644212,https://doi.org/10.17190/AMF/1644212,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-KL2,FLUXNET,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-KL3,BASE-BADM,CCBY4.0,10.17190/AMF/1647438,https://doi.org/10.17190/AMF/1647438,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-KL3,BASE-BADM,LEGACY,10.17190/AMF/1647438,https://doi.org/10.17190/AMF/1647438,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-KL3,FLUXNET,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-KLS,BASE-BADM,CCBY4.0,10.17190/AMF/1498745,https://doi.org/10.17190/AMF/1498745,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-KLS,BASE-BADM,LEGACY,10.17190/AMF/1498745,https://doi.org/10.17190/AMF/1498745,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-KLS,FLUXNET,CCBY4.0,10.17190/AMF/1854367,https://doi.org/10.17190/AMF/1854367,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-KM1,BASE-BADM,CCBY4.0,10.17190/AMF/1647439,https://doi.org/10.17190/AMF/1647439,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-KM1,BASE-BADM,LEGACY,10.17190/AMF/1647439,https://doi.org/10.17190/AMF/1647439,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-KM1,FLUXNET,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
